背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,team,year
56,坂口　真規,.000,1,3,3,0,0,0,0,0,0,0,0,0,.000,.000,.000,-2.70,-2.43,巨人,2015
52,隠善　智也,1.000,3,2,2,2,0,2,0,0,0,0,0,0,1.000,1.000,2.000,∞,∞,巨人,2015
0,藤村　大介,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
51,横川　史学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
53,河野　元貴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
60,大累　進,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
61,和田　恋,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
64,鬼屋敷　正人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
66,北　篤,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,巨人,2015
8,大島　洋平,.260,142,620,565,147,6,27,22,39,5,65,10,5,.313,.342,.655,3.89,3.83,中日,2015
0,ルナ,.292,134,564,496,145,8,60,11,57,5,77,0,13,.367,.397,.764,5.52,5.43,中日,2015
6,平田　良介,.283,130,559,491,139,13,53,11,64,3,86,1,5,.369,.430,.799,5.92,5.74,中日,2015
00,エルナンデス,.271,138,548,498,135,11,58,5,35,0,106,10,13,.317,.400,.716,4.18,4.13,中日,2015
53,亀澤　恭平,.269,107,376,331,89,0,12,9,15,2,44,27,3,.304,.299,.603,2.90,2.88,中日,2015
4,藤井　淳志,.295,118,315,275,81,6,45,3,23,2,69,11,4,.349,.415,.763,5.24,5.21,中日,2015
7,森野　将彦,.262,82,252,206,54,0,10,2,37,3,38,3,0,.378,.301,.678,5.03,5.11,中日,2015
2,荒木　雅博,.251,97,238,211,53,0,13,9,20,0,31,6,1,.315,.299,.613,3.70,3.65,中日,2015
5,和田　一浩,.298,79,234,218,65,5,26,1,14,2,40,0,9,.346,.404,.750,4.69,4.53,中日,2015
55,福田　永将,.243,79,185,169,41,6,23,0,14,0,62,0,7,.297,.408,.706,3.69,3.83,中日,2015
3,高橋　周平,.208,51,172,154,32,4,18,2,16,1,42,1,5,.287,.338,.624,2.91,3.00,中日,2015
60,ナニータ,.308,52,169,156,48,0,15,1,9,2,24,1,4,.351,.385,.736,4.92,4.64,中日,2015
23,遠藤　一星,.271,41,165,140,38,4,14,3,11,7,25,4,1,.348,.386,.734,4.78,4.98,中日,2015
45,杉山　翔大,.183,64,161,153,28,3,17,1,3,2,33,3,3,.209,.261,.470,1.18,1.32,中日,2015
38,松井　雅人,.135,51,146,133,18,0,7,2,5,2,43,6,3,.179,.165,.344,0.01,0.16,中日,2015
40,桂　依央利,.229,47,113,105,24,2,7,1,3,0,33,5,2,.250,.314,.564,2.31,2.38,中日,2015
36,小笠原　道大,.294,53,59,51,15,0,8,0,7,0,10,0,1,.373,.353,.726,5.14,5.07,中日,2015
27,谷繁　元信,.277,30,52,47,13,1,4,0,3,0,9,2,0,.320,.383,.703,4.52,4.39,中日,2015
69,赤坂　和幸,.326,35,49,43,14,0,8,2,6,0,8,0,0,.408,.372,.780,7.05,6.68,中日,2015
63,堂上　直倫,.158,43,43,38,6,1,1,0,4,0,8,1,0,.238,.237,.475,1.68,1.96,中日,2015
56,松井　佑介,.194,30,32,31,6,0,0,0,0,0,6,1,0,.194,.194,.387,0.65,0.77,中日,2015
52,武山　真吾,.091,11,27,22,2,0,0,0,4,0,8,1,1,.231,.091,.322,-0.09,0.21,中日,2015
1,友永　翔太,.056,7,20,18,1,0,0,2,1,0,7,1,1,.105,.056,.161,-1.26,-1.02,中日,2015
31,野本　圭,.143,10,16,14,2,0,0,0,2,0,6,0,0,.250,.214,.464,1.61,1.53,中日,2015
62,工藤　隆人,.167,13,7,6,1,0,0,0,1,0,3,0,0,.286,.167,.452,1.71,2.00,中日,2015
26,井領　雅貴,.000,9,7,7,0,0,0,1,0,0,3,0,1,.000,.000,.000,-3.02,-2.84,中日,2015
68,赤田　龍一郎,.000,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,-2.70,-2.43,中日,2015
70,谷　哲也,.000,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,-2.70,-2.43,中日,2015
39,加藤　匠馬,.000,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,中日,2015
37,三ツ俣　大樹,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,中日,2015
9,石川　駿,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2015
46,藤澤　拓斗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2015
48,溝脇　隼人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2015
66,古本　武尊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2015
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,中日,2015
23,山田　哲人,.329,143,646,557,183,38,100,34,81,5,111,0,11,.416,.610,1.027,9.56,9.19,ヤクルト,2015
5,川端　慎吾,.336,143,632,581,195,8,57,4,43,3,72,2,15,.383,.439,.822,6.20,5.85,ヤクルト,2015
41,雄平,.270,141,585,551,149,8,60,7,27,3,82,1,7,.307,.388,.695,4.21,4.10,ヤクルト,2015
33,畠山　和洋,.268,137,584,512,137,26,105,0,62,2,92,0,10,.344,.471,.815,5.76,5.85,ヤクルト,2015
52,中村　悠平,.231,136,502,442,102,2,33,3,40,4,80,14,9,.299,.276,.575,2.70,2.76,ヤクルト,2015
2,大引　啓次,.225,96,347,311,70,5,41,6,27,1,56,6,5,.287,.338,.625,3.19,3.24,ヤクルト,2015
0,比屋根　渉,.230,84,240,209,48,3,9,6,17,4,38,10,2,.300,.301,.601,3.14,3.18,ヤクルト,2015
50,上田　剛史,.263,82,238,209,55,1,19,8,14,2,29,11,5,.313,.306,.619,3.34,3.40,ヤクルト,2015
71,デニング,.222,64,227,194,43,4,22,0,23,8,43,0,2,.326,.345,.671,4.07,4.17,ヤクルト,2015
24,荒木　貴裕,.253,73,196,170,43,2,12,5,16,1,30,8,3,.319,.335,.654,3.57,3.57,ヤクルト,2015
7,田中　浩康,.201,82,151,134,27,1,11,3,11,2,18,4,4,.272,.261,.533,2.15,2.23,ヤクルト,2015
59,今浪　隆博,.317,68,139,123,39,2,13,1,12,0,14,3,1,.375,.431,.806,6.28,6.02,ヤクルト,2015
10,森岡　良介,.188,75,125,112,21,1,9,1,8,1,22,3,6,.246,.250,.496,1.19,1.39,ヤクルト,2015
60,三輪　正義,.233,87,102,86,20,0,7,4,9,0,23,6,1,.302,.291,.593,2.91,3.04,ヤクルト,2015
85,ミレッジ,.211,24,81,76,16,1,9,0,5,0,16,0,1,.259,.303,.562,2.07,2.18,ヤクルト,2015
8,武内　晋一,.197,51,71,66,13,0,3,0,4,0,15,1,1,.243,.227,.470,1.44,1.51,ヤクルト,2015
4,バレンティン,.186,15,52,43,8,1,6,0,9,0,14,0,1,.327,.302,.629,3.47,3.61,ヤクルト,2015
31,松元　ユウイチ,.170,39,51,47,8,0,5,0,3,0,5,0,1,.216,.213,.428,0.96,1.26,ヤクルト,2015
3,西浦　直亨,.295,26,48,44,13,1,5,1,3,0,12,1,0,.340,.477,.818,6.24,5.90,ヤクルト,2015
30,西田　明央,.147,13,40,34,5,1,2,0,3,0,11,3,1,.216,.265,.481,1.22,1.42,ヤクルト,2015
51,藤井　亮太,.176,13,38,34,6,0,2,0,2,0,13,2,1,.222,.206,.428,0.45,0.57,ヤクルト,2015
9,飯原　誉士,.219,18,34,32,7,0,3,0,1,0,9,0,1,.235,.250,.485,1.40,1.74,ヤクルト,2015
57,松井　淳,.167,7,13,12,2,0,0,0,0,1,3,0,0,.231,.167,.397,0.90,1.13,ヤクルト,2015
64,川崎　成晃,.091,13,12,11,1,0,0,0,1,0,1,0,0,.167,.091,.258,-0.49,-0.19,ヤクルト,2015
46,谷内　亮太,.500,4,6,6,3,0,0,0,0,0,1,0,0,.500,.667,1.167,15.11,12.96,ヤクルト,2015
28,田中　雅彦,.000,6,4,4,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.75,-2.50,ヤクルト,2015
36,川上　竜平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2015
37,星野　雄大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2015
55,山川　晃司,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2015
56,奥村　展征,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2015
63,井野　卓,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2015
65,原　泉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2015
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,ヤクルト,2015
9,柳田　悠岐,.363,138,605,502,182,34,99,32,88,14,101,0,9,.469,.631,1.101,11.39,10.81,ソフトバンク,2015
5,松田　宣浩,.287,143,603,533,153,35,94,8,60,2,135,0,17,.357,.533,.889,6.14,6.23,ソフトバンク,2015
7,中村　晃,.300,135,590,506,152,1,39,7,66,6,47,9,7,.386,.350,.735,5.37,5.22,ソフトバンク,2015
1,内川　聖一,.284,136,585,529,150,11,82,1,45,4,55,0,24,.340,.395,.735,4.42,4.41,ソフトバンク,2015
10,李　大浩,.282,141,584,510,144,31,98,0,62,9,109,0,17,.368,.524,.892,6.53,6.46,ソフトバンク,2015
2,今宮　健太,.228,142,530,457,104,7,45,3,34,0,83,35,13,.279,.326,.605,2.63,2.71,ソフトバンク,2015
36,明石　健志,.263,115,394,342,90,3,30,11,31,5,64,12,4,.330,.342,.672,4.05,4.08,ソフトバンク,2015
35,川島　慶三,.274,77,194,157,43,2,20,7,22,3,29,9,2,.368,.401,.769,5.41,5.45,ソフトバンク,2015
12,高谷　裕亮,.175,93,192,171,30,1,16,0,13,0,31,8,2,.234,.240,.473,1.41,1.52,ソフトバンク,2015
37,福田　秀平,.232,84,183,168,39,1,14,10,12,0,35,3,1,.283,.339,.623,3.31,3.23,ソフトバンク,2015
0,高田　知季,.237,81,175,156,37,1,11,4,12,0,43,7,2,.292,.288,.580,2.74,2.76,ソフトバンク,2015
46,本多　雄一,.228,61,174,158,36,0,4,5,9,1,36,6,2,.274,.278,.552,2.24,2.22,ソフトバンク,2015
6,吉村　裕基,.217,73,151,129,28,3,15,0,16,5,36,0,1,.325,.357,.681,4.27,4.35,ソフトバンク,2015
8,鶴岡　慎也,.195,56,142,128,25,1,9,1,7,0,17,5,2,.234,.258,.491,1.69,1.93,ソフトバンク,2015
27,細川　亨,.116,59,114,95,11,0,5,0,9,0,37,9,2,.190,.168,.359,0.28,0.50,ソフトバンク,2015
24,長谷川　勇也,.224,30,96,85,19,5,12,0,11,0,27,0,0,.313,.400,.713,4.61,4.78,ソフトバンク,2015
69,牧原　大成,.159,43,51,44,7,0,4,2,0,1,4,4,2,.170,.182,.352,0.25,0.73,ソフトバンク,2015
51,上林　誠知,.318,15,45,44,14,2,6,0,0,1,13,0,0,.333,.591,.924,6.38,6.08,ソフトバンク,2015
43,江川　智晃,.206,25,37,34,7,1,4,0,2,0,11,0,1,.243,.382,.626,2.75,3.04,ソフトバンク,2015
95,カニザレス,.333,14,36,33,11,1,3,0,3,0,5,0,1,.389,.455,.843,6.49,6.21,ソフトバンク,2015
3,松中　信彦,.067,9,16,15,1,0,1,0,1,0,9,0,0,.125,.067,.192,-1.26,-0.95,ソフトバンク,2015
32,塚田　正義,.167,12,12,12,2,1,1,2,0,0,2,0,0,.167,.417,.583,3.35,3.73,ソフトバンク,2015
22,斐紹,.167,11,9,6,1,0,0,0,3,0,1,0,1,.444,.167,.611,1.07,1.43,ソフトバンク,2015
4,金子　圭輔,.500,9,4,4,2,0,0,0,0,0,1,0,0,.500,.500,1.000,12.17,10.94,ソフトバンク,2015
68,猪本　健太郎,.000,2,2,2,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.81,-2.57,ソフトバンク,2015
23,城所　龍磨,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,-8.64,ソフトバンク,2015
62,拓也,.000,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,ソフトバンク,2015
31,栗原　陵矢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2015
45,李　杜軒,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2015
59,古澤　勝吾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2015
60,釜元　豪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2015
64,真砂　勇介,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2015
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,ソフトバンク,2015
55,秋山　翔吾,.359,143,675,602,216,14,55,17,60,4,78,7,6,.419,.522,.941,8.04,7.57,西武,2015
32,浅村　栄斗,.270,141,627,537,145,13,81,12,69,12,136,2,13,.362,.385,.747,4.91,5.00,西武,2015
1,栗山　巧,.268,142,622,533,143,10,42,3,72,5,88,8,15,.358,.371,.730,4.75,4.73,西武,2015
60,中村　剛也,.278,139,599,521,145,37,124,1,68,7,172,0,12,.367,.559,.926,7.13,7.03,西武,2015
10,森　友哉,.287,138,531,474,136,17,68,0,44,9,143,0,5,.357,.468,.825,6.01,5.86,西武,2015
99,メヒア,.235,135,525,473,111,27,89,0,45,5,153,0,14,.307,.471,.778,4.69,4.74,西武,2015
27,炭谷　銀仁朗,.211,133,443,399,84,4,35,0,16,4,87,22,7,.247,.281,.528,1.96,2.03,西武,2015
7,脇谷　亮太,.294,118,272,235,69,3,22,4,27,1,47,8,3,.367,.396,.763,5.37,5.19,西武,2015
8,渡辺　直人,.272,83,188,158,43,0,23,1,14,5,26,10,2,.348,.329,.677,4.24,4.15,西武,2015
2,金子　侑司,.224,57,176,156,35,1,6,11,10,0,43,10,0,.271,.308,.579,2.54,2.59,西武,2015
4,鬼崎　裕司,.196,59,124,107,21,0,6,1,10,0,23,6,1,.263,.243,.506,2.03,2.15,西武,2015
65,斉藤　彰吾,.260,103,112,96,25,2,5,4,5,4,35,7,1,.324,.375,.699,4.03,3.95,西武,2015
44,外崎　修汰,.186,43,110,97,18,1,4,9,6,1,30,6,1,.240,.247,.488,2.01,2.11,西武,2015
51,木村　文紀,.195,49,92,82,16,5,12,1,4,2,28,4,0,.250,.451,.701,3.86,3.99,西武,2015
9,大崎　雄太朗,.219,47,85,73,16,1,9,0,5,2,16,2,0,.277,.301,.578,3.00,3.41,西武,2015
6,セラテリ,.183,33,74,60,11,0,6,1,12,1,21,1,1,.329,.233,.562,3.00,3.15,西武,2015
37,岡田　雅利,.240,36,54,50,12,1,5,0,3,0,10,1,1,.283,.300,.583,2.70,2.79,西武,2015
88,坂田　遼,.146,15,42,41,6,0,1,0,1,0,10,0,1,.167,.195,.362,0.04,0.14,西武,2015
58,熊代　聖人,.111,38,41,36,4,0,3,1,3,0,6,1,0,.175,.111,.286,0.03,0.54,西武,2015
59,永江　恭平,.182,54,30,22,4,0,4,0,1,2,13,5,0,.280,.273,.553,2.32,2.39,西武,2015
0,森本　稀哲,.000,12,15,12,0,0,0,0,2,0,3,1,0,.143,.000,.143,-1.17,-0.79,西武,2015
49,上本　達之,.154,6,14,13,2,0,1,0,1,0,2,0,1,.214,.154,.368,-0.25,-0.09,西武,2015
64,中田　祥多,.000,8,12,9,0,0,0,0,2,0,5,1,0,.182,.000,.182,-0.75,-0.35,西武,2015
61,田代　将太郎,.143,7,7,7,1,0,0,0,0,0,4,0,0,.143,.143,.286,-1.79,-1.50,西武,2015
36,米野　智人,.000,2,4,4,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.75,-2.50,西武,2015
33,山川　穂高,1.000,1,1,1,1,0,1,0,0,0,0,0,0,1.000,1.000,2.000,∞,∞,西武,2015
00,水口　大地,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2015
25,星　孝典,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2015
52,山田　遥楓,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2015
53,石川　貢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2015
56,金子　一輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2015
62,駒月　仁人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2015
67,梅田　尚通,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2015
78,藤澤　亨明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2015
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,西武,2015
7,松井　稼頭央,.256,126,501,445,114,10,48,14,43,3,82,7,7,.324,.366,.690,4.34,4.34,楽天,2015
42,ペーニャ,.268,125,492,406,109,17,40,1,70,16,111,0,5,.396,.448,.845,6.68,6.59,楽天,2015
6,藤田　一也,.270,111,451,392,106,5,43,8,28,8,30,16,3,.326,.349,.676,4.21,4.29,楽天,2015
4,後藤　光尊,.237,117,444,413,98,9,42,13,12,5,48,10,8,.265,.346,.611,2.80,2.91,楽天,2015
37,嶋　基宏,.219,117,411,338,74,4,18,6,60,1,69,11,11,.338,.287,.624,3.30,3.37,楽天,2015
33,銀次,.301,82,354,316,95,1,36,8,30,1,19,3,5,.359,.348,.707,4.84,4.78,楽天,2015
40,ウィーラー,.255,91,313,274,70,14,50,1,30,6,63,0,6,.339,.453,.791,5.38,5.48,楽天,2015
23,聖澤　諒,.252,86,288,258,65,0,12,15,23,2,68,4,4,.317,.314,.631,3.56,3.52,楽天,2015
3,サンチェス,.226,66,232,199,45,7,18,3,27,4,40,0,4,.328,.392,.720,4.42,4.54,楽天,2015
24,福田　将儀,.216,67,210,185,40,1,12,5,13,3,45,8,2,.277,.270,.547,1.98,2.11,楽天,2015
56,中川　大志,.235,62,206,187,44,5,21,2,12,4,60,1,6,.293,.358,.651,3.25,3.38,楽天,2015
55,西田　哲朗,.220,62,183,168,37,1,8,2,11,0,44,4,4,.268,.280,.548,1.92,1.95,楽天,2015
5,牧田　明久,.311,82,172,151,47,1,14,4,14,3,14,2,7,.376,.377,.754,4.71,4.66,楽天,2015
27,岡島　豪郎,.168,41,155,137,23,1,13,7,12,0,15,4,0,.232,.255,.487,1.92,2.18,楽天,2015
48,伊志嶺　忠,.241,54,149,133,32,3,14,0,12,1,36,3,2,.308,.346,.654,3.52,3.54,楽天,2015
00,阿部　俊人,.196,66,110,102,20,0,5,6,2,1,21,5,1,.219,.235,.454,1.09,1.20,楽天,2015
32,枡田　慎太郎,.232,28,94,82,19,2,7,3,12,0,24,0,3,.330,.354,.683,3.85,3.90,楽天,2015
63,北川　倫太郎,.215,31,86,79,17,0,4,3,6,0,19,0,2,.267,.253,.521,2.01,2.18,楽天,2015
51,フェルナンド,.192,39,84,78,15,1,7,0,6,0,25,0,4,.250,.256,.506,1.32,1.44,楽天,2015
35,島内　宏明,.203,25,81,74,15,0,6,5,4,0,6,2,0,.241,.311,.551,2.68,2.82,楽天,2015
68,山崎　浩司,.141,40,80,71,10,0,2,0,1,0,12,8,1,.153,.155,.308,-0.16,-0.03,楽天,2015
29,小関　翔太,.162,40,78,68,11,1,5,0,3,1,12,6,3,.208,.221,.429,0.48,0.64,楽天,2015
67,岩崎　達郎,.263,44,42,38,10,0,6,0,2,0,12,2,0,.300,.289,.589,3.10,3.02,楽天,2015
90,ムリーロ,.313,9,37,32,10,0,1,2,5,0,3,0,1,.405,.344,.749,6.02,5.76,楽天,2015
2,三好　匠,.207,9,33,29,6,0,3,0,1,1,9,2,1,.258,.310,.568,2.10,2.09,楽天,2015
46,伊東　亮大,.273,8,23,22,6,2,2,1,0,1,5,0,1,.304,.591,.895,5.98,5.99,楽天,2015
0,森山　周,.200,47,21,15,3,0,0,9,2,0,4,4,2,.294,.267,.561,1.51,1.76,楽天,2015
36,榎本　葵,.056,15,19,18,1,0,0,0,1,0,5,0,0,.105,.056,.161,-1.47,-1.16,楽天,2015
65,小山　桂司,.000,6,6,5,0,0,0,0,0,0,2,1,0,.000,.000,.000,-3.15,-2.89,楽天,2015
66,西村　弥,1.000,3,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,∞,∞,楽天,2015
39,下妻　貴寛,.000,4,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,0.00,0.00,楽天,2015
8,内田　靖人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2015
91,片山　博視,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2015
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,楽天,2015
3,安達　了一,.239,139,593,506,121,11,55,16,48,6,68,29,11,.310,.348,.658,3.28,3.39,オリックス,2015
7,糸井　嘉男,.262,132,565,484,127,17,68,11,72,8,78,0,10,.366,.413,.780,5.57,5.51,オリックス,2015
1,中島　裕之,.240,117,483,417,100,10,46,1,53,12,93,0,10,.342,.357,.699,4.28,4.30,オリックス,2015
55,Ｔ−岡田,.280,105,416,389,109,11,51,2,17,6,80,0,9,.317,.424,.741,4.69,4.66,オリックス,2015
8,駿太,.234,135,382,334,78,2,31,8,24,6,69,15,4,.294,.287,.582,2.61,2.74,オリックス,2015
22,伊藤　光,.271,104,290,247,67,1,28,0,29,1,53,11,4,.348,.328,.676,4.10,4.07,オリックス,2015
99,カラバイヨ,.252,64,247,222,56,12,35,0,17,5,63,0,3,.316,.455,.771,4.98,5.15,オリックス,2015
4,ヘルマン,.267,73,245,221,59,1,15,17,24,0,40,0,7,.339,.326,.665,4.19,4.08,オリックス,2015
39,西野　真弘,.304,57,213,191,58,3,22,9,18,2,25,2,0,.370,.403,.773,6.12,5.89,オリックス,2015
31,小谷野　栄一,.295,56,206,183,54,4,22,0,13,3,22,5,7,.348,.410,.758,4.64,4.56,オリックス,2015
42,ブランコ,.194,52,189,165,32,9,24,0,21,1,53,0,2,.286,.364,.649,3.51,3.88,オリックス,2015
62,山崎　勝己,.204,79,188,147,30,0,14,1,13,8,31,19,2,.302,.238,.540,2.35,2.45,オリックス,2015
33,縞田　拓弥,.226,80,152,133,30,2,16,3,12,0,30,6,1,.288,.361,.649,3.66,3.64,オリックス,2015
2,原　拓也,.170,92,148,135,23,2,8,1,10,1,34,2,1,.233,.230,.463,1.47,1.67,オリックス,2015
24,宮崎　祐樹,.252,43,148,131,33,0,14,3,13,1,25,3,3,.324,.298,.622,3.00,2.98,オリックス,2015
46,川端　崇義,.239,56,141,134,32,0,7,1,5,1,17,0,3,.270,.299,.568,2.54,2.58,オリックス,2015
5,平野　恵一,.262,29,123,107,28,0,5,1,11,1,11,3,1,.333,.299,.632,3.87,3.85,オリックス,2015
9,坂口　智隆,.262,36,121,107,28,1,5,1,12,0,18,1,1,.333,.355,.688,4.51,4.46,オリックス,2015
30,岩崎　恭平,.281,35,113,96,27,4,8,2,8,1,23,8,0,.343,.427,.770,4.95,4.92,オリックス,2015
50,小田　裕也,.326,31,97,89,29,2,6,6,4,1,23,3,1,.362,.461,.822,6.33,5.99,オリックス,2015
25,竹原　直隆,.267,41,88,75,20,2,13,0,12,1,14,0,2,.375,.453,.828,6.08,5.81,オリックス,2015
38,小島　脩平,.170,41,52,47,8,0,6,3,4,0,12,1,1,.235,.213,.448,0.73,0.88,オリックス,2015
63,中村　一生,.200,67,38,35,7,0,5,2,0,0,8,3,0,.200,.286,.486,-0.05,0.10,オリックス,2015
10,谷　佳知,.185,11,32,27,5,0,3,0,4,1,2,0,0,.313,.222,.535,2.84,2.97,オリックス,2015
23,伏見　寅威,.273,20,26,22,6,0,0,0,1,1,6,2,1,.333,.318,.652,3.16,3.01,オリックス,2015
0,鉄平,.136,13,22,22,3,0,1,0,0,0,2,0,1,.136,.182,.318,-0.60,-0.51,オリックス,2015
56,武田　健吾,.071,9,16,14,1,0,0,0,1,0,4,1,0,.133,.071,.205,-0.90,-0.62,オリックス,2015
37,若月　健矢,.091,5,11,11,1,0,0,0,0,0,2,0,1,.091,.091,.182,-2.08,-1.94,オリックス,2015
66,山本　和作,.000,3,8,8,0,0,0,0,0,0,3,0,0,.000,.000,.000,-2.78,-2.50,オリックス,2015
54,堤　裕貴,.000,6,5,5,0,0,0,0,0,0,3,0,0,.000,.000,.000,-2.83,-2.54,オリックス,2015
97,田中　大輔,.000,1,1,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,-2.92,-2.70,オリックス,2015
00,丸毛　謙一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2015
6,宗　佑磨,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2015
45,齋藤　俊雄,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2015
53,吉田　雄人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2015
61,奥浪　鏡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2015
98,チャベス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2015
背番号,選手名,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,オリックス,2015
9,中島　卓也,.264,143,617,515,136,0,39,34,66,2,93,34,10,.350,.287,.637,3.86,3.81,日ハム,2015
6,中田　翔,.263,143,611,539,142,30,102,1,64,1,120,0,11,.339,.479,.817,5.70,5.77,日ハム,2015
3,田中　賢介,.284,134,596,532,151,4,66,9,57,1,58,5,9,.354,.352,.705,4.71,4.58,日ハム,2015
5,レアード,.231,143,554,498,115,34,97,1,43,9,129,0,18,.301,.488,.789,4.67,4.84,日ハム,2015
8,西川　遥輝,.276,125,521,442,122,5,35,30,60,4,98,15,1,.368,.391,.759,5.70,5.50,日ハム,2015
54,近藤　健介,.326,129,504,435,142,8,60,6,59,2,59,3,9,.405,.467,.872,7.20,6.89,日ハム,2015
1,陽　岱鋼,.259,86,381,352,91,7,36,14,21,4,93,2,4,.306,.358,.664,4.05,4.06,日ハム,2015
31,岡　大海,.236,101,294,259,61,4,26,18,17,7,64,10,8,.299,.336,.635,3.35,3.35,日ハム,2015
61,杉谷　拳士,.295,84,192,166,49,1,12,8,9,7,28,9,1,.355,.367,.723,4.44,4.37,日ハム,2015
7,ハーミッダ,.211,50,192,166,35,1,18,1,24,2,60,0,1,.318,.289,.607,3.37,3.41,日ハム,2015
